id,origin,firstLabel,secondLabel,thirdLabel
947934,laser_physics,laser_physics,optics,biology
9552091,laser_physics,electronics,optics,laser_physics
9659775,laser_physics,optics,nanotechnology,electronics
9664862,laser_physics,optics,nanotechnology,electronics
9680291,laser_physics,industrial_production,economic_sector,electronics
9751167,laser_physics,nanotechnology,electronics,mechanical_engineering
9786283,laser_physics,nanotechnology,electronics,laser_physics
9910525,laser_physics,building_industry,energy_policy,electrotechnology
5769681,farming_systems,farming_systems,geographical_distribution_of_the_population,cognitive_science
577292,farming_systems,farming_systems,cartography,geography
5926484,farming_systems,farming_systems,industrial_structures,cognitive_science
5982494,farming_systems,farming_systems,industrial_structures,information_and_information_processing
605072,farming_systems,farming_systems,literature,organisation_of_teaching
6320174,farming_systems,farming_systems,education,information_science
6332692,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
6718352,farming_systems,farming_systems,religion,family
6718366,farming_systems,farming_systems,leisure,law
6791899,farming_systems,farming_systems,family,geography
6837000,farming_systems,farming_systems,economic_sector,visual_arts
6879764,farming_systems,metals,chemistry,organisation_of_teaching
7006115,farming_systems,farming_systems,ecology,biology
7023654,farming_systems,farming_systems,social_indicator,education
7064603,farming_systems,farming_systems,migration,geographical_distribution_of_the_population
7081966,farming_systems,farming_systems,law,cartography
7164070,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
7164944,farming_systems,farming_systems,performing_arts,psychology
7250257,farming_systems,migration,farming_systems,therapeutics
7570666,farming_systems,farming_systems,visual_arts,literature
7610710,farming_systems,farming_systems,military_science,cartography
761379,farming_systems,farming_systems,geographical_distribution_of_the_population,information_science
7658428,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
7665191,farming_systems,farming_systems,education,welfare
7984208,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
8050605,farming_systems,farming_systems,performing_arts,psychology
8056602,farming_systems,farming_systems,geographical_distribution_of_the_population,documentation
8072085,farming_systems,farming_systems,leisure,law
8105424,farming_systems,farming_systems,family,social_life
8140621,farming_systems,farming_systems,medical_research,geography
8252372,farming_systems,farming_systems,economic_sector,migration
8291909,farming_systems,farming_systems,cartography,geography
8365963,farming_systems,farming_systems,geographical_distribution_of_the_population,performing_arts
8435672,farming_systems,farming_systems,leisure,visual_arts
8468292,farming_systems,farming_systems,law,cartography
8550276,farming_systems,farming_systems,migration,visual_arts
857301,farming_systems,farming_systems,geography,geographical_distribution_of_the_population
8675207,farming_systems,farming_systems,geology,paleontology
9209682,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
9458990,farming_systems,farming_systems,cartography,geography
9507148,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
9525424,farming_systems,farming_systems,performing_arts,geographical_distribution_of_the_population
9576322,farming_systems,farming_systems,performing_arts,psychology
966800,farming_systems,plant_product,farming_systems,visual_arts
9683514,farming_systems,farming_systems,therapeutics,medical_research
9730330,farming_systems,farming_systems,geographical_distribution_of_the_population,economic_sector
9780771,farming_systems,farming_systems,building_industry,visual_arts
987707,farming_systems,farming_systems,literature,demography
9917969,farming_systems,farming_systems,geographical_distribution_of_the_population,geography
998160,farming_systems,farming_systems,migration,geographical_distribution_of_the_population
6848104,leisure,leisure,social_situation,software
6879620,leisure,cognitive_science,surgery,pharmacology
698717,leisure,leisure,therapeutics,pharmacology
703651,leisure,therapeutics,pharmacology,leisure
7183423,leisure,leisure,pharmacology,medical_research
7219388,leisure,leisure,performing_arts,social_situation
7324379,leisure,biology,social_situation,psychology
7379791,leisure,taxation,leisure,public_finance
7419828,leisure,education,research,leisure
742032,leisure,leisure,literature,education
747363,leisure,leisure,cognitive_science,impact_study
765457,leisure,leisure,surgery,social_situation
7701,leisure,illness,leisure,social_situation
779848,leisure,social_situation,leisure,cognitive_science
788791,leisure,economic_policy,prices,monetary_economics
789839,leisure,leisure,welfare,social_situation
7910553,leisure,leisure,psychology,opinion_poll
7921868,leisure,leisure,therapeutics,pharmacology
7923601,leisure,social_indicator,leisure,welfare
7955447,leisure,education,organisation_of_teaching,impact_study
7969843,leisure,chemistry,medical_research,leisure
7970283,leisure,leisure,psychology,impact_study
8160777,leisure,leisure,opinion_poll,social_situation
8218121,leisure,leisure,psychology,impact_study
827571,leisure,welfare,leisure,information_science
8365468,leisure,leisure,intellectual_property,social_situation
8407203,leisure,education,impact_study,leisure
863748,leisure,medical_research,therapeutics,leisure
8653099,leisure,market_prices,microeconomics,education
875202,leisure,leisure,therapeutics,pharmacology
8803556,leisure,leisure,chemistry,therapeutics
881753,leisure,social_situation,leisure,cognitive_science
896843,leisure,leisure,psychology,impact_study
905385,leisure,leisure,organisation_of_teaching,social_situation
9120802,leisure,leisure,social_situation,chemistry
9158309,leisure,pharmacology,leisure,chemistry
9158436,leisure,pharmacology,leisure,chemistry
9162682,leisure,pharmacology,leisure,chemistry
9171174,leisure,leisure,psychology,biology
9218826,leisure,leisure,social_situation,psychology
9268401,leisure,education,impact_study,research
9268893,leisure,leisure,research,social_situation
940764,leisure,leisure,music,social_situation
9528195,leisure,biology,economic_sector,psychology
9651517,leisure,leisure,cognitive_science,toxicology
967844,leisure,leisure,ecology,hydrology
9710950,leisure,pharmacology,leisure,chemistry
972079,leisure,leisure,welfare,economic_system
9838120,leisure,leisure,psychology,impact_study
986651,leisure,metrology,psychology,mechanical_engineering
7337459,aerodynamics,aerodynamics,meteorology,geology
7349102,aerodynamics,aerodynamics,mechanical_engineering,military_science
738149,aerodynamics,meteorology,cartography,geography
75047,aerodynamics,meteorology,chemistry,mechanical_engineering
75110,aerodynamics,electrotechnology,aerodynamics,chemistry
7703010,aerodynamics,aerodynamics,chemistry,cartography
7704492,aerodynamics,meteorology,mechanical_engineering,geomorphology
770634,aerodynamics,aerodynamics,meteorology,military_science
772178,aerodynamics,aerodynamics,meteorology,mechanical_engineering
7756982,aerodynamics,building_industry,aerodynamics,law
779220,aerodynamics,astronautics,aerodynamics,visual_arts
7817593,aerodynamics,meteorology,astronautics,aerodynamics
791,aerodynamics,astronautics,aerodynamics,astronomy
7942279,aerodynamics,aerodynamics,thermodynamics,mechanical_engineering
79610,aerodynamics,industrial_production,economic_sector,meteorology
8023439,aerodynamics,chemistry,mechanical_engineering,astronautics
8099349,aerodynamics,wind_energy,aerodynamics,renewable_energy
81511,aerodynamics,meteorology,cognitive_science,chemistry
8203113,aerodynamics,meteorology,astronautics,aerodynamics
82981,aerodynamics,aerodynamics,migration,literature
8319448,aerodynamics,astronautics,meteorology,geology
833572,aerodynamics,mechanical_engineering,military_science,aerodynamics
8354779,aerodynamics,aerodynamics,mechanical_engineering,astronomy
8384818,aerodynamics,aerodynamics,chemistry,mechanical_engineering
8384936,aerodynamics,meteorology,industrial_structures,astronautics
8464940,aerodynamics,aerodynamics,military_science,mechanical_engineering
8508055,aerodynamics,aerodynamics,chemistry,astronautics
8606325,aerodynamics,aerodynamics,chemistry,mechanical_engineering
87329,aerodynamics,astronautics,mechanical_engineering,aerodynamics
873307,aerodynamics,aerodynamics,chemistry,meteorology
8756529,aerodynamics,financing_and_investment,financial_market,aerodynamics
8768888,aerodynamics,wind_energy,renewable_energy,aerodynamics
8941872,aerodynamics,aerodynamics,meteorology,industrial_structures
8958124,aerodynamics,aerodynamics,mechanical_engineering,astronomy
9012220,aerodynamics,aerodynamics,meteorology,education
9074462,aerodynamics,astronautics,aerodynamics,astronomy
9105774,aerodynamics,meteorology,electrotechnology,astronautics
9125179,aerodynamics,astronautics,aerodynamics,astronomy
9141957,aerodynamics,aerodynamics,chemistry,mechanical_engineering
916209,aerodynamics,astronautics,aerodynamics,geography
9175375,aerodynamics,aerodynamics,chemistry,astronautics
938244,aerodynamics,aerodynamics,mechanical_engineering,chemistry
9394522,aerodynamics,meteorology,cybernetics,cognitive_science
9553271,aerodynamics,astronautics,aerodynamics,geography
9564390,aerodynamics,aerodynamics,cybernetics,social_life
9565019,aerodynamics,aerodynamics,cognitive_science,mechanical_engineering
97498,aerodynamics,visual_arts,aerodynamics,chemistry
9930466,aerodynamics,wind_energy,renewable_energy,aerodynamics
7090419,building_industry,building_industry,visual_arts,migration
7157319,building_industry,building_industry,visual_arts,plant_product
7188132,building_industry,visual_arts,metals,plant_product
7222661,building_industry,forestry,building_industry,consumer
730115,building_industry,building_industry,religion,metals
7349978,building_industry,metals,visual_arts,plant_product
7384997,building_industry,geology,building_industry,plant_product
7455643,building_industry,building_industry,meteorology,thermodynamics
7587064,building_industry,visual_arts,building_industry,migration
770819,building_industry,insurance,building_industry,documentation
7714070,building_industry,acoustics,building_industry,music
7727103,building_industry,building_industry,performing_arts,visual_arts
7730229,building_industry,visual_arts,plant_product,consumer
7805368,building_industry,building_industry,metals,leisure
7876225,building_industry,technological_change,law,geography
7938190,building_industry,building_industry,visual_arts,cartography
8065270,building_industry,building_industry,geographical_distribution_of_the_population,law
8066154,building_industry,building_industry,information_and_information_processing,economic_sector
8102960,building_industry,building_industry,law,social_situation
8136315,building_industry,building_industry,law,social_situation
8208783,building_industry,building_industry,visual_arts,biology
822294,building_industry,hydrology,building_industry,visual_arts
8225223,building_industry,building_industry,visual_arts,consumer
833584,building_industry,forestry,military_science,building_industry
8362912,building_industry,building_industry,social_structure,social_life
8412741,building_industry,building_industry,maritime_and_inland_waterway_transport,visual_arts
8603288,building_industry,building_industry,metals,plant_product
869391,building_industry,visual_arts,maritime_and_inland_waterway_transport,oceanography
877042,building_industry,building_industry,religion,social_situation
89869,building_industry,forestry,mechanical_engineering,metals
926554,building_industry,social_structure,building_industry,geography
9379584,building_industry,building_industry,forestry,law
938268,building_industry,building_industry,population_dynamics,economic_system
9395604,building_industry,visual_arts,consumer,metals
9521786,building_industry,building_industry,documentation,information_science
9530273,building_industry,building_industry,visual_arts,industrial_production
9543613,building_industry,building_industry,mechanical_engineering,pharmacology
9621063,building_industry,forestry,plant_product,building_industry
9621683,building_industry,forestry,plant_product,building_industry
9775312,building_industry,building_industry,thermodynamics,mechanical_engineering
982231,building_industry,building_industry,visual_arts,mechanical_engineering
985352,building_industry,building_industry,metals,plant_product
9879153,building_industry,building_industry,energy_policy,visual_arts
9891751,building_industry,building_industry,visual_arts,biology
9937085,building_industry,building_industry,metals,visual_arts
9971,building_industry,building_industry,research,visual_arts
6962597,industrial_production,impact_study,research,military_science
7040363,industrial_production,industrial_production,information_technology_applications,economic_sector
72718,industrial_production,industrial_production,research,economic_sector
7392399,industrial_production,land_transport,impact_study,research
7529592,industrial_production,industrial_production,economic_sector,industrial_structures
762043,industrial_production,industrial_production,cognitive_science,economic_sector
762048,industrial_production,industrial_production,economic_sector,cognitive_science
7639771,industrial_production,prices,industrial_production,marketing
7670467,industrial_production,industrial_production,public_finance,marketing
7710805,industrial_production,industrial_production,statistics,economic_sector
7757061,industrial_production,industrial_production,economic_sector,communications_industry
8032107,industrial_production,impact_study,research,mechanical_engineering
8072954,industrial_production,distributive_traders,industrial_production,market_prices
8090572,industrial_production,industrial_production,impact_study,economic_sector
8159373,industrial_production,impact_study,pharmacology,industrial_production
8171240,industrial_production,industrial_production,mechanical_engineering,impact_study
822307,industrial_production,electrotechnology,technological_change,mechanical_engineering
8252994,industrial_production,mechanical_engineering,information_technology_applications,information_and_information_processing
8309975,industrial_production,industrial_production,research,visual_arts
8344429,industrial_production,industrial_production,impact_study,economic_sector
8365274,industrial_production,industrial_production,social_life,visual_arts
8526759,industrial_production,visual_arts,industrial_production,goods_and_services
8640958,industrial_production,industrial_production,impact_study,marketing
8662206,industrial_production,communications_industry,performing_arts,industrial_production
868594,industrial_production,industrial_production,consumer,goods_and_services
8729033,industrial_production,industrial_production,research,visual_arts
8746415,industrial_production,prices,industrial_production,marketing
8959128,industrial_production,industrial_production,information_technology_applications,audiovisual_equipment
900498,industrial_production,technological_change,industrial_production,visual_arts
9015515,industrial_production,consumer,software,goods_and_services
9082185,industrial_production,industrial_production,economic_sector,industrial_structures
912142,industrial_production,industrial_production,marketing,economic_sector
917966,industrial_production,industrial_production,statistics,mathematics
9191733,industrial_production,international_trade,distributive_traders,industrial_production
9197349,industrial_production,industrial_production,economic_sector,leisure
9471199,industrial_production,research,visual_arts,goods_and_services
9530878,industrial_production,industrial_production,economic_sector,communications_industry
9573381,industrial_production,industrial_production,research,visual_arts
9620253,industrial_production,industrial_production,research,visual_arts
962858,industrial_production,industrial_production,marketing,economic_sector
963881,industrial_production,industrial_production,economic_sector,social_situation
9664035,industrial_production,marketing,international_trade,industrial_production
970599,industrial_production,industrial_production,economic_sector,industrial_structures
9749408,industrial_production,industrial_production,mechanical_engineering,economic_sector
976606,industrial_production,industrial_production,visual_arts,economic_sector
982115,industrial_production,industrial_production,literature,economic_sector
984788,industrial_production,industrial_production,digital_technology,performing_arts
985631,industrial_production,industrial_production,psychology,marketing
995455,industrial_production,distributive_traders,industrial_production,electronics
547564,glaciology,glaciology,geomorphology,hydrology
55125362,glaciology,glaciology,geology,geography
55212540,glaciology,glaciology,geology,geography
55254540,glaciology,glaciology,geology,geography
55485954,glaciology,glaciology,mechanical_engineering,geology
55958755,glaciology,glaciology,geographical_distribution_of_the_population,geomorphology
5684536,glaciology,glaciology,geology,geomorphology
5730303,glaciology,glaciology,geology,geography
5772996,glaciology,glaciology,geology,geography
5783091,glaciology,glaciology,geomorphology,geography
6068797,glaciology,hydrology,glaciology,geography
6194438,glaciology,glaciology,geomorphology,geology
6206592,glaciology,cognitive_science,visual_arts,psychology
631191,glaciology,glaciology,geology,geomorphology
6387196,glaciology,glaciology,geomorphology,geology
6411296,glaciology,glaciology,geology,geography
6427160,glaciology,glaciology,geology,geography
654278,glaciology,geomorphology,glaciology,cartography
671679,glaciology,glaciology,geomorphology,geology
671684,glaciology,glaciology,geology,geomorphology
6719117,glaciology,glaciology,hydrology,geography
685244,glaciology,glaciology,hydrology,geology
685253,glaciology,glaciology,hydrology,geology
6904118,glaciology,glaciology,geology,geography
706216,glaciology,glaciology,geomorphology,geology
7330911,glaciology,glaciology,geology,geography
7331281,glaciology,glaciology,geology,ecosystem
7580913,glaciology,glaciology,geology,geography
7696262,glaciology,glaciology,geology,biology
775924,glaciology,glaciology,meteorology,geology
800775,glaciology,glaciology,geology,geography
8203594,glaciology,glaciology,oceanography,hydrology
8344111,glaciology,glaciology,geomorphology,geography
8500021,glaciology,glaciology,geology,biology
871712,glaciology,glaciology,geology,geography
882162,glaciology,glaciology,geology,hydrology
9011371,glaciology,geology,glaciology,geomorphology
9243650,glaciology,glaciology,hydrology,geomorphology
928368,glaciology,glaciology,geomorphology,geology
9307899,glaciology,maritime_and_inland_waterway_transport,ecosystem,glaciology
940474,glaciology,glaciology,geology,hydrology
949357,glaciology,glaciology,geomorphology,cartography
9498949,glaciology,glaciology,geology,geography
9547098,glaciology,glaciology,geomorphology,cartography
9680179,glaciology,glaciology,geomorphology,geology
9885492,glaciology,glaciology,geomorphology,geology
9888401,glaciology,glaciology,geomorphology,cartography
9889621,glaciology,glaciology,geomorphology,geology
990702,glaciology,research,glaciology,geomorphology
6865077,social_indicator,social_indicator,welfare,migration
690909,social_indicator,social_indicator,communications_industry,audiovisual_equipment
7097225,social_indicator,social_indicator,welfare,migration
7106501,social_indicator,law,social_indicator,social_situation
7265184,social_indicator,welfare,social_indicator,law
733625,social_indicator,social_indicator,performing_arts,welfare
7347244,social_indicator,social_indicator,welfare,social_structure
7416228,social_indicator,social_indicator,welfare,music
623055,social_situation,social_situation,cognitive_science,illness
662395,social_situation,pharmacology,social_situation,chemistry
667955,social_situation,information_and_information_processing,database,social_situation
6725991,social_situation,religion,information_technology_applications,social_situation
6889037,social_situation,social_situation,geographical_distribution_of_the_population,information_science
689995,social_situation,social_situation,social_structure,leisure
6958049,social_situation,social_situation,communications_industry,market_prices
7017539,social_situation,intellectual_property,illness,law
5963894,social_survey,economic_indicator,social_survey,statistics
64489,social_survey,monetary_economics,mathematics,financial_market
65946,social_survey,consumer,economic_indicator,opinion_poll
6771189,social_survey,economic_indicator,social_survey,statistics
6838884,social_survey,economic_indicator,social_survey,statistics
69415,social_survey,macroeconomics,economic_indicator,social_survey
6975389,social_survey,epidemiology,social_survey,statistics
757588,social_survey,epidemiology,research,social_survey
5897742,opinion_poll,opinion_poll,information_and_information_processing,social_situation
5961701,opinion_poll,opinion_poll,marketing,market_prices
6033892,opinion_poll,opinion_poll,research,impact_study
6076115,opinion_poll,means_of_communication,opinion_poll,audiovisual_equipment
6139861,opinion_poll,means_of_communication,opinion_poll,information_and_information_processing
616152,opinion_poll,opinion_poll,impact_study,social_impact
6169246,opinion_poll,information_and_information_processing,means_of_communication,electronics
6240458,opinion_poll,opinion_poll,digital_technology,research
6996652,social_impact,marketing,market_prices,social_impact
7031578,social_impact,digital_technology,information_and_information_processing,law
7040454,social_impact,social_impact,therapeutics,psychology
708026,social_impact,opinion_poll,social_impact,means_of_communication
711728,social_impact,geography,social_impact,law
7255138,social_impact,military_science,information_and_information_processing,social_impact
730244,social_impact,social_impact,opinion_poll,cognitive_science
730450,social_impact,opinion_poll,law,energy_policy
692262,social_structure,economic_system,macroeconomics,social_structure
6924,social_structure,social_structure,personal_data,cybernetics
69304,social_structure,economic_system,macroeconomics,social_structure
69792,social_structure,economic_system,macroeconomics,law
6997,social_structure,social_structure,macroeconomics,social_situation
7093812,social_structure,religion,social_structure,social_situation
7276176,social_structure,economic_system,macroeconomics,law
6789374,metrology,electronics,metrology,audiovisual_equipment
6842369,metrology,metrology,international_trade,aerodynamics
685869,metrology,coding,metrology,digital_technology
6887921,metrology,metrology,economic_sector,social_policy
6914829,metrology,metrology,visual_arts,optics
7066763,metrology,optics,metrology,electrotechnology
7102590,metrology,metrology,industrial_structures,industrial_production
7138034,metrology,metrology,industrial_production,electronics_and_electrical_engineering
7337,metrology,metrology,education,research
7339,metrology,metrology,cognitive_science,information_science
7346,metrology,metrology,cognitive_science,information_science
735805,metrology,metrology,information_science,information_technology_applications
7382202,metrology,performing_arts,electronics,audiovisual_equipment
738987,metrology,electronics,metrology,audiovisual_equipment
751248,metrology,metrology,education,information_and_information_processing
756754,metrology,maritime_and_inland_waterway_transport,leisure,economic_sector
7579327,metrology,optics,metrology,industrial_structures
765313,metrology,coding,technological_change,digital_technology
7671,metrology,metrology,education,information_and_information_processing
7733502,metrology,electronics,information_science,information_technology_applications
77549,metrology,economic_indicator,financial_market,international_trade
7802519,metrology,metrology,economic_sector,social_policy
7814582,metrology,metrology,education,research
7887688,metrology,distributive_traders,industrial_production,economic_sector
7912813,metrology,metrology,electronics,electrotechnology
7927191,metrology,metrology,industrial_production,economic_sector
797742,metrology,financing_and_investment,financial_market,leisure
8000777,metrology,metrology,economic_sector,social_policy
8094710,metrology,digital_technology,electronics,information_science
8098634,metrology,building_industry,visual_arts,international_trade
812532,metrology,metrology,information_technology_applications,information_and_information_processing
824431,metrology,electronics,metrology,systems_interconnection
849807,metrology,metrology,chemistry,industrial_production
851215,metrology,electronics,metrology,means_of_communication
8559787,metrology,nuclear_physics,metrology,ionising_radiation
872720,metrology,metrology,cartography,technical_regulations
8819990,metrology,information_technology_applications,international_trade,metrology
8889088,metrology,financial_legislation,metrology,financial_market
902125,metrology,information_technology_applications,systems_interconnection,digital_technology
9100592,metrology,metrology,economic_sector,social_policy
9226286,metrology,marketing,market_prices,information_technology_applications
9277219,metrology,metrology,demography,digital_technology
9392604,metrology,metrology,technical_regulations,information_technology_applications
952877,metrology,industrial_production,metrology,goods_and_services
9531655,metrology,electrotechnology,metrology,information_science
9556734,metrology,metrology,computer_equipment,electronics
9584970,metrology,metrology,law,economic_sector
9734965,metrology,software,metrology,audiovisual_equipment
999890,metrology,metrology,optics,industrial_structures
7794291,astronautics,astronautics,geology,astronomy
7794360,astronautics,astronautics,geology,astronomy
7795082,astronautics,astronautics,aerodynamics,astronomy
7881965,astronautics,astronautics,aerodynamics,geography
788460,astronautics,astronomy,astronautics,geography
80781,astronautics,space_policy,astronautics,geography
81989,astronautics,astronautics,geology,astronomy
81997,astronautics,astronautics,geology,aerodynamics
8285413,astronautics,astronautics,aerodynamics,geography
8285667,astronautics,astronautics,aerodynamics,geography
847731,astronautics,mechanical_engineering,astronautics,goods_and_services
849939,astronautics,astronautics,mechanical_engineering,geography
8508150,astronautics,nuclear_physics,demography,astronautics
8581435,astronautics,space_policy,astronomy,astronautics
867489,astronautics,astronautics,literature,geology
88259,astronautics,astronautics,cognitive_science,aerodynamics
885509,astronautics,astronautics,data_recording,aerodynamics
885520,astronautics,astronautics,geography,impact_study
8920916,astronautics,space_policy,optics,medical_research
8941807,astronautics,astronautics,astronomy,space_policy
89484,astronautics,astronautics,mechanical_engineering,geography
931880,astronautics,astronautics,aerodynamics,astronomy
9384401,astronautics,astronautics,aerodynamics,geography
9394759,astronautics,astronautics,aerodynamics,biology
939986,astronautics,astronautics,geomorphology,aerodynamics
940226,astronautics,astronautics,geomorphology,aerodynamics
9427109,astronautics,astronautics,aerodynamics,military_science
9432976,astronautics,astronautics,cognitive_science,aerodynamics
9555814,astronautics,astronautics,geology,aerodynamics
9600220,astronautics,astronautics,aerodynamics,geography
964748,astronautics,technological_change,visual_arts,geography
9662404,astronautics,astronautics,astronomy,cartography
9890708,astronautics,space_policy,astronautics,geography
99164,astronautics,astronautics,geology,astronomy
99165,astronautics,astronautics,aerodynamics,geology
99168,astronautics,astronautics,aerodynamics,geology
99170,astronautics,astronautics,aerodynamics,geology
99174,astronautics,astronautics,aerodynamics,geology
99175,astronautics,astronautics,aerodynamics,geology
997260,astronautics,astronautics,aerodynamics,astronomy
997387,astronautics,astronautics,aerodynamics,astronomy
54983901,solar_energy,solar_energy,renewable_energy,electrotechnology
55326632,solar_energy,solar_energy,renewable_energy,electrotechnology
55333296,solar_energy,solar_energy,renewable_energy,astronautics
55439100,solar_energy,solar_energy,renewable_energy,building_industry
55528050,solar_energy,solar_energy,renewable_energy,building_industry
55576496,solar_energy,solar_energy,renewable_energy,electrotechnology
55675714,solar_energy,solar_energy,electrotechnology,renewable_energy
55977291,solar_energy,social_indicator,solar_energy,renewable_energy
5452870,renewable_energy,renewable_energy,electrotechnology,chemistry
55141765,renewable_energy,wind_energy,renewable_energy,aerodynamics
5545401,renewable_energy,renewable_energy,biology,geography
5702917,renewable_energy,industrial_production,wind_energy,renewable_energy
628748,renewable_energy,renewable_energy,wind_energy,aerodynamics
6328047,renewable_energy,renewable_energy,solar_energy,ecology
6586146,renewable_energy,biology,wind_energy,industrial_structures
6737988,renewable_energy,renewable_energy,aquaculture,therapeutics
6928882,bioenergy,renewable_energy,bioenergy,biology
7112124,bioenergy,energy_policy,climate_change_policy,renewable_energy
7481797,bioenergy,bioenergy,plant_product,renewable_energy
772261,bioenergy,chemistry,bioenergy,energy_policy
7794987,bioenergy,renewable_energy,bioenergy,aquaculture
7906908,bioenergy,bioenergy,renewable_energy,industrial_production
794226,bioenergy,renewable_energy,bioenergy,industrial_production
806181,bioenergy,bioenergy,renewable_energy,chemistry
650524,hydraulic_energy,hydraulic_energy,renewable_energy,land_transport
680046,hydraulic_energy,renewable_energy,hydraulic_energy,geography
68498,hydraulic_energy,hydraulic_energy,hydrology,renewable_energy
697831,hydraulic_energy,renewable_energy,hydrology,hydraulic_energy
7022694,hydraulic_energy,renewable_energy,hydraulic_energy,geography
7158714,hydraulic_energy,hydraulic_energy,renewable_energy,geographical_distribution_of_the_population
7255877,hydraulic_energy,renewable_energy,hydraulic_energy,financial_market
7317416,hydraulic_energy,renewable_energy,hydraulic_energy,geography
52142528,wind_energy,nutrition,industrial_production,geographical_distribution_of_the_population
52182274,wind_energy,wind_energy,renewable_energy,aerodynamics
52206366,wind_energy,wind_energy,aerodynamics,nutrition
52779617,wind_energy,wind_energy,nutrition,industrial_production
53141433,wind_energy,renewable_energy,wind_energy,aerodynamics
53696318,wind_energy,wind_energy,nutrition,aerodynamics
54308168,wind_energy,wind_energy,aerodynamics,geography
54598531,wind_energy,wind_energy,renewable_energy,aerodynamics
6764050,hydrology,hydrology,economic_sector,geomorphology
7075895,hydrology,hydrology,geography,ecology
71318,hydrology,statistics,insurance,geography
7153598,hydrology,hydrology,soil_science,geography
739131,hydrology,therapeutics,hydrology,cartography
744639,hydrology,hydrology,geomorphology,cartography
7466623,hydrology,oceanography,hydrology,cartography
7485017,hydrology,hydrology,maritime_and_inland_waterway_transport,glaciology
754560,hydrology,hydraulic_energy,hydrology,renewable_energy
7648717,hydrology,hydrology,maritime_and_inland_waterway_transport,oceanography
7661871,hydrology,hydrology,maritime_and_inland_waterway_transport,mechanical_engineering
7716530,hydrology,geology,cartography,geographical_distribution_of_the_population
7788817,hydrology,hydrology,geography,ecology
7840468,hydrology,hydrology,maritime_and_inland_waterway_transport,mechanical_engineering
78448,hydrology,oceanography,hydrology,meteorology
78481,hydrology,meteorology,agronomy,oceanography
7874260,hydrology,hydrology,geography,ecology
7970846,hydrology,geography,ecosystem,hydrology
7993061,hydrology,hydrology,geography,ecology
811240,hydrology,hydrology,building_industry,consumer
8148752,hydrology,hydraulic_energy,wind_energy,hydrology
8174973,hydrology,hydrology,metals,chemistry
8183777,hydrology,hydrology,building_industry,cartography
832480,hydrology,hydrology,mechanical_engineering,building_industry
8331413,hydrology,hydrology,chemistry,ecology
8386583,hydrology,hydrology,therapeutics,psychology
8414323,hydrology,hydrology,geography,ecology
8417346,hydrology,hydrology,geomorphology,cartography
8473927,hydrology,hydrology,literature,chemistry
856308,hydrology,hydrology,economic_sector,leisure
8568920,hydrology,hydrology,geomorphology,cartography
8569383,hydrology,hydrology,geomorphology,cartography
8605679,hydrology,hydrology,chemistry,building_industry
884437,hydrology,hydrology,geomorphology,cartography
